25200	613205.0	5883327.0
25200	613387.0	5883323.0
25200	613384.0	5883143.0
25200	613201.0	5883147.0
25200	613205.0	5883327.0
25258	613201.0	5883147.0
25258	613384.0	5883143.0
25258	613380.0	5882963.0
25258	613197.0	5882967.0
25258	613201.0	5883147.0
25259	613387.0	5883323.0
25259	613570.0	5883319.0
25259	613566.0	5883139.0
25259	613384.0	5883143.0
25259	613387.0	5883323.0
25260	613384.0	5883143.0
25260	613566.0	5883139.0
25260	613563.0	5882959.0
25260	613380.0	5882963.0
25260	613384.0	5883143.0
25276	613380.0	5882963.0
25276	613563.0	5882959.0
25276	613559.0	5882780.0
25276	613376.0	5882783.0
25276	613380.0	5882963.0
25291	613559.0	5882780.0
25291	613741.0	5882776.0
25291	613738.0	5882596.0
25291	613555.0	5882600.0
25291	613559.0	5882780.0
25295	613555.0	5882600.0
25295	613738.0	5882596.0
25295	613734.0	5882416.0
25295	613552.0	5882420.0
25295	613555.0	5882600.0
25298	613376.0	5882783.0
25298	613559.0	5882780.0
25298	613555.0	5882600.0
25298	613373.0	5882603.0
25298	613376.0	5882783.0
25311	613552.0	5882420.0
25311	613734.0	5882416.0
25311	613730.0	5882236.0
25311	613548.0	5882240.0
25311	613552.0	5882420.0
25314	613734.0	5882416.0
25314	613917.0	5882412.0
25314	613913.0	5882233.0
25314	613730.0	5882236.0
25314	613734.0	5882416.0
25314	613548.0	5882240.0
25314	613730.0	5882236.0
25314	613727.0	5882056.0
25314	613544.0	5882060.0
25314	613548.0	5882240.0
25315	613730.0	5882236.0
25315	613913.0	5882233.0
25315	613909.0	5882053.0
25315	613727.0	5882056.0
25315	613730.0	5882236.0
25320	613373.0	5882603.0
25320	613555.0	5882600.0
25320	613552.0	5882420.0
25320	613369.0	5882423.0
25320	613373.0	5882603.0
25330	613563.0	5882959.0
25330	613745.0	5882956.0
25330	613741.0	5882776.0
25330	613559.0	5882780.0
25330	613563.0	5882959.0
25333	613727.0	5882056.0
25333	613909.0	5882053.0
25333	613906.0	5881873.0
25333	613723.0	5881877.0
25333	613727.0	5882056.0
25333	613723.0	5881877.0
25333	613906.0	5881873.0
25333	613902.0	5881693.0
25333	613719.0	5881697.0
25333	613723.0	5881877.0
25334	613906.0	5881873.0
25334	614088.0	5881869.0
25334	614084.0	5881689.0
25334	613902.0	5881693.0
25334	613906.0	5881873.0
25351	613902.0	5881693.0
25351	614084.0	5881689.0
25351	614081.0	5881509.0
25351	613898.0	5881513.0
25351	613902.0	5881693.0
25353	613909.0	5882053.0
25353	614092.0	5882049.0
25353	614088.0	5881869.0
25353	613906.0	5881873.0
25353	613909.0	5882053.0
25354	613898.0	5881513.0
25354	614081.0	5881509.0
25354	614077.0	5881330.0
25354	613895.0	5881333.0
25354	613898.0	5881513.0
25354	614081.0	5881509.0
25354	614263.0	5881506.0
25354	614260.0	5881326.0
25354	614077.0	5881330.0
25354	614081.0	5881509.0
25357	613719.0	5881697.0
25357	613902.0	5881693.0
25357	613898.0	5881513.0
25357	613716.0	5881517.0
25357	613719.0	5881697.0
25358	613895.0	5881333.0
25358	614077.0	5881330.0
25358	614073.0	5881150.0
25358	613891.0	5881153.0
25358	613895.0	5881333.0
25371	614070.0	5880970.0
25371	614252.0	5880966.0
25371	614249.0	5880786.0
25371	614066.0	5880790.0
25371	614070.0	5880970.0
25374	613738.0	5882596.0
25374	613920.0	5882592.0
25374	613917.0	5882412.0
25374	613734.0	5882416.0
25374	613738.0	5882596.0
25374	614252.0	5880966.0
25374	614435.0	5880962.0
25374	614431.0	5880783.0
25374	614249.0	5880786.0
25374	614252.0	5880966.0
25374	614084.0	5881689.0
25374	614267.0	5881686.0
25374	614263.0	5881506.0
25374	614081.0	5881509.0
25374	614084.0	5881689.0
25375	614073.0	5881150.0
25375	614256.0	5881146.0
25375	614252.0	5880966.0
25375	614070.0	5880970.0
25375	614073.0	5881150.0
25377	614077.0	5881330.0
25377	614260.0	5881326.0
25377	614256.0	5881146.0
25377	614073.0	5881150.0
25377	614077.0	5881330.0
25377	614256.0	5881146.0
25377	614439.0	5881142.0
25377	614435.0	5880962.0
25377	614252.0	5880966.0
25377	614256.0	5881146.0
25390	613544.0	5882060.0
25390	613727.0	5882056.0
25390	613723.0	5881877.0
25390	613541.0	5881880.0
