50400	2408265.0	2501111.01
50400	2408265.00707	2501111.00707
50400	2408265.01	2501111.0
50400	2408265.00707	2501110.99293
50400	2408265.0	2501110.99
50400	2408264.99293	2501110.99293
50400	2408264.99	2501111.0
50400	2408264.99293	2501111.00707
50400	2408265.0	2501111.01
50400	2408265.000000373	2501111.010001322
50400	2408265.000001912	2501111.010001345
50400	2408265.0070723775	2501111.0070710406
50400	2408265.0100026205	2501111.000000682
50400	2408265.0100026117	2501110.9999998817
50400	2408265.0070723086	2501110.9929294377
50400	2408265.0000017094	2501110.989999044
50400	2408265.0000001704	2501110.989999021
50400	2408264.992929705	2501110.9929293254
50400	2408264.989999462	2501110.999999684
50400	2408264.9899994708	2501111.0000004843
50400	2408264.992929774	2501111.0070709283
50400	2408265.000000373	2501111.010001322
50400.1	2408265.0000068997	2501111.010013773
50400.1	2408265.0000154404	2501111.0100138774
50400.1	2408265.0070929355	2501111.007080048
50400.1	2408265.010025784	2501111.000004909
50400.1	2408265.0100257467	2501111.0000006547
50400.1	2408265.007092268	2501110.9929245748
50400.1	2408265.0000131843	2501110.989989766
50400.1	2408265.0000046436	2501110.9899896616
50400.1	2408264.9929271485	2501110.992923491
50400.1	2408264.9899943	2501110.99999863
50400.1	2408264.9899943373	2501111.0000028843
50400.1	2408264.9929278158	2501111.0070789643
50400.1	2408265.0000068997	2501111.010013773
50493	2408265.011366804	2501111.0316078505
50493	2408265.023512221	2501111.031731522
50493	2408265.0427356134	2501111.02269422
50493	2408265.05018263	2501111.0073480005
50493	2408265.050139813	2501111.0013563414
50493	2408265.041698039	2501110.9844924584
50493	2408265.019864532	2501110.973894201
50493	2408265.0077191154	2501110.9737705295
50493	2408264.988495723	2501110.982807832
50493	2408264.9810487065	2501110.998154051
50493	2408264.981091523	2501111.0041457103
50493	2408264.9895332973	2501111.0210095933
50493	2408265.011366804	2501111.0316078505
50599.2	2408265.1566650635	2501111.3140284214
50599.2	2408265.3920228574	2501111.316140555
50599.2	2408265.6065873993	2501111.206556967
50599.2	2408265.685651075	2501111.0669883764
50599.2	2408265.6848689346	2501110.961627524
50599.2	2408265.6028383826	2501110.8192918114
50599.2	2408265.3853269536	2501110.7054411797
50599.2	2408265.1499691596	2501110.7033290463
50599.2	2408264.935404618	2501110.812912634
